cell_id,nhit_bin,predE_bin,mc_count,candidate_version,strategy,central99_flag,fit_predE_range_flag,tail_bin_flag,selection_version,selection_reason,raw_ledger_version,cell_role,role_reason,source_pool,source_nhit_bin,source_predE_bins
14,"[200,300)","[2,2.5)",14538,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[200,300)","[2,3)"
15,"[200,300)","[2.5,3)",230381,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[200,300)","[2,3)"
16,"[200,300)","[3,3.25)",138621,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3,3.25)"
17,"[200,300)","[3.25,3.5)",64290,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3.25,3.5)"
18,"[200,300)","[3.5,3.75)",28446,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3.5,3.75)"
19,"[200,300)","[3.75,4.0)",17909,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[3.75,4.0)"
20,"[200,300)","[4.0,4.25)",13851,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.0,4.25)"
21,"[200,300)","[4.25,4.5)",10301,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.25,4.5)"
22,"[200,300)","[4.5,4.75)",8295,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.5,4.75)"
23,"[200,300)","[4.75,5.0)",6791,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.75,5.0)"
24,"[200,300)","[5,5.5)",13199,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,v6_64748_nhit100_highEplus1_split56_candidate,high_energy_probe,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,filtered_existing_cache,"[200,300)",>=5
25,"[200,300)","[5.5,6)",9591,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,v6_64748_nhit100_highEplus1_split56_candidate,high_energy_probe,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,filtered_existing_cache,"[200,300)",>=5
26,"[200,300)",>=6,132,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,0,1,v6_64748_nhit100_highEplus1_split56_candidate,"diagnostic >=6 tail bin outside [2,6); not used in main fit",v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_tail,"diagnostic >=6 tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[200,300)",>=5
27,"[300,500)","[2,2.5)",193,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[300,500)","[2,3)"
28,"[300,500)","[2.5,3)",58673,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[300,500)","[2,3)"
29,"[300,500)","[3,3.25)",141726,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[300,500)","[3,3.25)"
30,"[300,500)","[3.25,3.5)",131613,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[300,500)","[3.25,3.5)"
31,"[300,500)","[3.5,3.75)",55871,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[300,500)","[3.5,3.75)"
32,"[300,500)","[3.75,4.0)",22548,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[300,500)","[3.75,4.0)"
33,"[300,500)","[4.0,4.25)",15896,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[300,500)","[4.0,4.25)"
34,"[300,500)","[4.25,4.5)",12400,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[300,500)","[4.25,4.5)"
35,"[300,500)","[4.5,4.75)",10742,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[300,500)","[4.5,4.75)"
36,"[300,500)","[4.75,5.0)",8785,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[300,500)","[4.75,5.0)"
37,"[300,500)","[5,5.5)",17728,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[300,500)",>=5
38,"[300,500)","[5.5,6)",13883,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,v6_64748_nhit100_highEplus1_split56_candidate,high_energy_probe,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,filtered_existing_cache,"[300,500)",>=5
39,"[300,500)",>=6,182,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,0,1,v6_64748_nhit100_highEplus1_split56_candidate,"diagnostic >=6 tail bin outside [2,6); not used in main fit",v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_tail,"diagnostic >=6 tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[300,500)",>=5
40,"[500,800)","[2,2.5)",0,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[500,800)","[2,3)"
41,"[500,800)","[2.5,3)",764,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[500,800)","[2,3)"
42,"[500,800)","[3,3.25)",16004,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[500,800)","[3,3.25)"
43,"[500,800)","[3.25,3.5)",69150,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[500,800)","[3.25,3.5)"
44,"[500,800)","[3.5,3.75)",84109,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[500,800)","[3.5,3.75)"
45,"[500,800)","[3.75,4.0)",39230,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[500,800)","[3.75,4.0)"
46,"[500,800)","[4.0,4.25)",13596,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[500,800)","[4.0,4.25)"
47,"[500,800)","[4.25,4.5)",7227,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[500,800)","[4.25,4.5)"
48,"[500,800)","[4.5,4.75)",6002,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[500,800)","[4.5,4.75)"
49,"[500,800)","[4.75,5.0)",5968,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[500,800)","[4.75,5.0)"
50,"[500,800)","[5,5.5)",13490,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[500,800)",>=5
51,"[500,800)","[5.5,6)",12351,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[500,800)",>=5
52,"[500,800)",>=6,158,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,0,1,v6_64748_nhit100_highEplus1_split56_candidate,"diagnostic >=6 tail bin outside [2,6); not used in main fit",v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_tail,"diagnostic >=6 tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[500,800)",>=5
53,"[800,1100)","[2,2.5)",0,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[800,1100)","[2,3)"
54,"[800,1100)","[2.5,3)",4,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[800,1100)","[2,3)"
55,"[800,1100)","[3,3.25)",240,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,existing_cache_symlink,"[800,1100)","[3,3.25)"
56,"[800,1100)","[3.25,3.5)",4962,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[800,1100)","[3.25,3.5)"
57,"[800,1100)","[3.5,3.75)",23789,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[800,1100)","[3.5,3.75)"
58,"[800,1100)","[3.75,4.0)",33028,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[800,1100)","[3.75,4.0)"
59,"[800,1100)","[4.0,4.25)",16745,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[800,1100)","[4.0,4.25)"
60,"[800,1100)","[4.25,4.5)",4786,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[800,1100)","[4.25,4.5)"
61,"[800,1100)","[4.5,4.75)",1869,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[800,1100)","[4.5,4.75)"
62,"[800,1100)","[4.75,5.0)",1760,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,central-99 count-qualified probe outside MC occupancy ridge,v6_64748_nhit100_highEplus1_split56_candidate,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[800,1100)","[4.75,5.0)"
63,"[800,1100)","[5,5.5)",4810,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v6_64748_nhit100_highEplus1_split56_candidate,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[800,1100)",>=5
64,"[800,1100)","[5.5,6)",3211,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,1,1,0,v6_64748_nhit100_highEplus1_split56_candidate,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,v6_64748_nhit100_highEplus1_split56_candidate,high_energy_probe,split56 high-energy diagnostic/probe outside preserved highest-Nhit baseline split,filtered_existing_cache,"[800,1100)",>=5
65,"[800,1100)",>=6,15,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,0,1,v6_64748_nhit100_highEplus1_split56_candidate,"diagnostic >=6 tail bin outside [2,6); not used in main fit",v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_tail,"diagnostic >=6 tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[800,1100)",>=5
66,"[1100,2000)","[2,2.5)",0,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[1100,2000)","[2,3)"
67,"[1100,2000)","[2.5,3)",0,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[1100,2000)","[2,3)"
68,"[1100,2000)","[3,3.25)",3,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,existing_cache_symlink,"[1100,2000)","[3,3.25)"
69,"[1100,2000)","[3.25,3.5)",183,v6_64748_nhit100_highEplus1_split56_candidate,nhit100_highEplus1_split56,0,1,0,v6_64748_nhit100_highEplus1_split56_candidate,outside MC central-99 reconstructed-energy population,v6_64748_nhit100_highEplus1_split56_candidate,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,existing_cache_symlink,"[1100,2000)","[3.25,3.5)"
